EmployeeID,Name,Department,Role,Tenure,JobSatisfaction,WorkLifeBalance,ManagerSupport,CareerGrowth,StressLevel,AttritionRisk,RiskBand
EMP07965,Ishaan,Customer Support,Support Executive,0.3,1,3,2,2,1,64.0,Medium
EMP07966,Riya,Customer Support,Support Executive,6.9,1,3,1,1,1,72.0,High
EMP07967,Rahul,Engineering,Tech Lead,1.9,3,4,2,5,2,44.0,Medium
EMP07968,Rahul,Finance,Financial Analyst,0.1,1,3,4,5,4,53.0,Medium
EMP07969,Aarav,Engineering,Software Engineer,2.9,3,3,1,1,5,76.0,High
EMP07970,Arjun,Finance,Accountant,3.9,1,4,1,5,5,65.0,Medium
EMP07971,Aditya,HR,HR Executive,11.4,2,5,3,3,2,49.0,Medium
EMP07972,Neha,HR,HR Manager,3.4,1,2,1,3,2,70.0,High
EMP07973,Aditya,HR,HR Manager,4.3,3,5,1,5,2,45.0,Medium
EMP07974,Rahul,Sales,Account Manager,0.6,1,2,3,2,3,69.0,Medium
EMP07975,Ananya,HR,HR Executive,0.5,5,1,5,3,3,44.0,Medium
EMP07976,Vivaan,Engineering,Software Engineer,2.5,5,3,4,3,5,48.0,Medium
EMP07977,Rahul,HR,HR Manager,5.9,1,3,5,1,1,56.0,Medium
EMP07978,Aarav,Marketing,Marketing Manager,5.5,4,5,5,2,2,37.0,Low
EMP07979,Aditya,Operations,Operations Manager,2.5,1,4,3,1,5,73.0,High
EMP07980,Aarav,Marketing,Marketing Analyst,5.8,3,4,2,1,3,63.0,Medium
EMP07981,Aarav,HR,HR Manager,8.2,5,1,5,5,2,33.0,Low
EMP07982,Kabir,Sales,Account Manager,0.3,4,1,2,3,5,66.0,Medium
EMP07983,Neha,Engineering,Senior Engineer,2.7,3,4,2,1,1,57.0,Medium
EMP07984,Ananya,Sales,Sales Executive,0.0,1,1,2,2,2,73.0,High
EMP07985,Kabir,Finance,Accountant,1.5,2,2,2,1,4,76.0,High
EMP07986,Kabir,HR,HR Executive,3.3,4,4,4,1,5,57.0,Medium
EMP07987,Rahul,Customer Support,Support Executive,2.7,5,1,4,3,5,54.0,Medium
EMP07988,Aditya,Sales,Sales Executive,0.8,2,5,1,3,2,57.0,Medium
EMP07989,Rahul,HR,HR Executive,3.1,3,3,5,4,5,48.0,Medium
EMP07990,Vivaan,Marketing,Marketing Analyst,0.3,5,4,4,5,2,28.0,Low
EMP07991,Rahul,Operations,Operations Manager,4.5,2,2,2,2,5,75.0,High
EMP07992,Neha,Customer Support,Support Executive,1.2,3,3,3,4,2,47.0,Medium
EMP07993,Diya,IT,IT Support,7.5,2,3,4,5,1,40.0,Medium
EMP07994,Neha,IT,System Admin,2.2,3,2,1,3,2,62.0,Medium
EMP07995,Kabir,IT,IT Support,6.8,5,1,3,1,1,54.0,Medium
EMP07996,Diya,Finance,Accountant,2.9,5,2,1,4,3,53.0,Medium
EMP07997,Rahul,Marketing,Marketing Manager,14.0,2,3,2,3,4,65.0,Medium
EMP07998,Arjun,HR,HR Manager,1.8,5,2,4,3,1,39.0,Low
EMP07999,Ananya,Operations,Operations Executive,2.2,1,5,4,2,2,53.0,Medium
EMP08000,Aditya,HR,HR Manager,3.2,5,3,4,4,3,38.0,Low
EMP08001,Vivaan,Operations,Operations Manager,0.8,4,1,2,1,1,62.0,Medium
EMP08002,Diya,Operations,Operations Executive,0.4,5,5,5,3,1,26.0,Low
EMP08003,Ishaan,Sales,Account Manager,1.7,3,2,5,4,5,51.0,Medium
EMP08004,Arjun,Marketing,Marketing Analyst,1.9,3,1,3,3,3,60.0,Medium
EMP08005,Riya,Sales,Account Manager,4.9,5,3,2,3,5,56.0,Medium
EMP08006,Aarav,Marketing,Marketing Manager,0.2,4,3,2,4,4,53.0,Medium
EMP08007,Kabir,Finance,Accountant,7.7,4,4,4,1,4,54.0,Medium
EMP08008,Aarav,Marketing,Marketing Analyst,0.3,2,2,3,4,2,54.0,Medium
EMP08009,Rahul,IT,IT Support,9.3,5,1,1,2,3,64.0,Medium
EMP08010,Ananya,Engineering,Senior Engineer,2.3,2,5,4,2,1,46.0,Medium
EMP08011,Vihaan,Finance,Accountant,4.5,3,3,2,3,1,52.0,Medium
EMP08012,Aarav,HR,HR Manager,1.0,4,3,2,3,1,48.0,Medium
EMP08013,Vivaan,IT,IT Support,0.7,5,1,5,2,5,54.0,Medium
EMP08014,Neha,Finance,Financial Analyst,14.2,3,2,4,4,5,55.0,Medium
EMP08015,Ishaan,Operations,Operations Executive,12.1,1,1,1,4,5,78.0,High
EMP08016,Neha,Customer Support,Support Executive,0.2,3,5,1,5,2,45.0,Medium
EMP08017,Ishaan,Operations,Operations Manager,0.4,2,3,5,3,4,53.0,Medium
EMP08018,Kabir,Operations,Operations Executive,3.9,4,2,4,2,3,53.0,Medium
EMP08019,Vivaan,Operations,Operations Manager,10.4,3,4,2,4,1,45.0,Medium
EMP08020,Vihaan,Marketing,Marketing Manager,9.8,5,4,5,2,1,33.0,Low
EMP08021,Ananya,Finance,Accountant,26.7,3,2,1,3,5,71.0,High
EMP08022,Ananya,Finance,Financial Analyst,4.3,4,4,5,5,2,28.0,Low
EMP08023,Rahul,Finance,Financial Analyst,4.8,4,1,2,1,4,71.0,High
EMP08024,Rahul,Engineering,Software Engineer,2.1,1,2,5,3,5,63.0,Medium
EMP08025,Kabir,HR,HR Executive,0.8,1,2,4,2,5,71.0,High
EMP08026,Riya,Sales,Sales Executive,0.9,3,5,5,2,4,47.0,Medium
EMP08027,Neha,Operations,Operations Manager,2.9,4,3,2,1,5,68.0,Medium
EMP08028,Vihaan,HR,HR Manager,14.0,5,3,2,3,3,50.0,Medium
EMP08029,Rahul,Operations,Operations Manager,6.2,3,4,3,3,2,48.0,Medium
EMP08030,Aditya,Operations,Operations Executive,1.2,1,2,5,4,4,56.0,Medium
EMP08031,Ishaan,IT,System Admin,2.1,5,3,1,1,1,56.0,Medium
EMP08032,Vivaan,HR,HR Executive,5.2,3,5,5,4,5,42.0,Medium
EMP08033,Rahul,Finance,Financial Analyst,2.8,2,2,1,4,2,62.0,Medium
EMP08034,Arjun,Finance,Accountant,2.2,3,2,1,2,3,69.0,Medium
EMP08035,Aditya,Marketing,Marketing Analyst,0.4,5,3,3,5,3,38.0,Low
EMP08036,Aarav,Operations,Operations Manager,12.9,3,5,5,2,5,50.0,Medium
EMP08037,Arjun,Customer Support,Support Executive,10.3,5,4,2,3,4,50.0,Medium
EMP08038,Neha,Marketing,Marketing Manager,6.2,5,4,1,3,2,48.0,Medium
EMP08039,Aditya,HR,HR Executive,11.1,5,1,1,2,5,70.0,High
EMP08040,Ishaan,IT,IT Support,1.3,1,3,5,4,4,53.0,Medium
EMP08041,Vivaan,Sales,Sales Executive,2.0,5,2,2,5,3,45.0,Medium
EMP08042,Ananya,Operations,Operations Executive,6.6,2,5,4,5,1,34.0,Low
EMP08043,Arjun,Sales,Sales Executive,0.5,2,2,4,2,1,55.0,Medium
EMP08044,Ananya,Finance,Accountant,7.4,2,5,4,5,2,37.0,Low
EMP08045,Aarav,Marketing,Marketing Analyst,0.2,2,1,5,3,1,50.0,Medium
EMP08046,Aarav,HR,HR Manager,3.1,2,3,3,1,1,60.0,Medium
EMP08047,Ananya,HR,HR Executive,4.4,1,5,3,3,2,53.0,Medium
EMP08048,Neha,Sales,Sales Executive,3.2,1,4,1,2,5,77.0,High
EMP08049,Arjun,Customer Support,Support Lead,1.0,3,4,5,1,5,57.0,Medium
EMP08050,Arjun,Customer Support,Support Lead,5.3,4,3,4,5,1,32.0,Low
EMP08051,Diya,Operations,Operations Executive,4.2,3,4,5,5,5,41.0,Medium
EMP08052,Kabir,Operations,Operations Manager,0.3,5,1,2,4,3,52.0,Medium
EMP08053,Vihaan,Operations,Operations Executive,14.1,1,3,4,5,4,53.0,Medium
EMP08054,Vihaan,HR,HR Manager,2.8,5,2,3,4,5,51.0,Medium
EMP08055,Neha,IT,System Admin,1.2,1,1,1,2,1,74.0,High
EMP08056,Ananya,Marketing,Marketing Analyst,3.6,1,5,3,2,4,63.0,Medium
EMP08057,Neha,Customer Support,Support Executive,2.2,2,3,1,1,4,77.0,High
EMP08058,Aarav,Finance,Financial Analyst,1.1,2,2,4,2,2,58.0,Medium
EMP08059,Vihaan,HR,HR Executive,6.6,4,4,3,2,3,51.0,Medium
EMP08060,Riya,Customer Support,Support Executive,4.6,5,2,1,5,1,43.0,Medium
EMP08061,Ishaan,HR,HR Manager,0.4,2,3,3,4,2,51.0,Medium
EMP08062,Vivaan,Operations,Operations Manager,9.6,1,2,2,5,1,55.0,Medium
EMP08063,Kabir,Sales,Account Manager,0.0,3,3,3,5,1,40.0,Medium
EMP08064,Riya,HR,HR Manager,1.5,4,2,4,2,3,53.0,Medium
EMP08065,Vivaan,Finance,Accountant,6.6,3,1,4,1,4,67.0,Medium
EMP08066,Aditya,Customer Support,Support Lead,7.8,2,4,3,3,3,55.0,Medium
EMP08067,Ishaan,Operations,Operations Executive,2.8,2,5,5,5,5,42.0,Medium
EMP08068,Arjun,Marketing,Marketing Analyst,0.5,4,3,1,2,3,62.0,Medium
EMP08069,Arjun,Finance,Financial Analyst,8.7,2,3,5,3,3,50.0,Medium
EMP08070,Neha,Operations,Operations Executive,5.6,2,3,1,1,2,71.0,High
EMP08071,Vihaan,Sales,Account Manager,0.1,3,3,4,3,5,56.0,Medium
EMP08072,Diya,IT,IT Support,9.2,4,1,1,5,2,53.0,Medium
EMP08073,Neha,HR,HR Executive,1.2,3,4,1,5,2,48.0,Medium
EMP08074,Riya,Sales,Account Manager,0.5,2,1,3,1,2,69.0,Medium
EMP08075,Neha,Sales,Sales Executive,0.5,3,1,3,4,4,59.0,Medium
EMP08076,Aditya,Engineering,Software Engineer,1.9,3,2,1,3,2,62.0,Medium
EMP08077,Ananya,Operations,Operations Manager,2.5,3,1,1,4,3,64.0,Medium
EMP08078,Rahul,Finance,Financial Analyst,11.7,3,2,5,4,1,39.0,Low
EMP08079,Diya,Finance,Financial Analyst,4.2,5,3,2,3,5,56.0,Medium
EMP08080,Neha,Sales,Sales Executive,4.6,1,3,4,1,3,66.0,Medium
EMP08081,Ananya,Operations,Operations Manager,1.9,5,5,3,5,3,32.0,Low
EMP08082,Ishaan,HR,HR Executive,5.1,1,1,4,1,2,69.0,Medium
EMP08083,Riya,Sales,Sales Executive,5.3,5,2,1,4,3,53.0,Medium
EMP08084,Aarav,Engineering,Software Engineer,2.3,1,1,1,5,2,65.0,Medium
EMP08085,Vivaan,Sales,Account Manager,2.8,3,2,2,5,4,56.0,Medium
EMP08086,Aditya,Operations,Operations Executive,2.6,2,1,3,1,3,72.0,High
EMP08087,Aditya,Finance,Financial Analyst,1.2,1,1,4,5,4,59.0,Medium
EMP08088,Vivaan,IT,System Admin,3.8,1,1,1,1,2,81.0,High
EMP08089,Vivaan,HR,HR Manager,11.7,4,4,1,1,3,63.0,Medium
EMP08090,Ishaan,Engineering,Software Engineer,11.7,3,3,1,3,5,68.0,Medium
EMP08091,Neha,Sales,Account Manager,10.0,1,5,1,4,1,54.0,Medium
EMP08092,Riya,IT,IT Support,2.4,2,1,4,4,3,56.0,Medium
EMP08093,Arjun,HR,HR Manager,5.3,5,3,1,3,3,54.0,Medium
EMP08094,Rahul,Sales,Account Manager,1.5,1,5,4,3,2,49.0,Medium
EMP08095,Ananya,Engineering,Software Engineer,0.9,3,5,2,4,3,48.0,Medium
EMP08096,Neha,Engineering,Software Engineer,4.1,4,2,1,2,3,65.0,Medium
EMP08097,Ishaan,HR,HR Manager,0.2,3,3,5,5,1,32.0,Low
EMP08098,Riya,Engineering,Tech Lead,0.4,1,1,3,2,5,78.0,High
EMP08099,Ananya,Engineering,Senior Engineer,1.2,5,4,3,3,2,40.0,Medium
EMP08100,Kabir,Operations,Operations Manager,0.5,2,3,3,3,4,61.0,Medium
EMP08101,Vivaan,Engineering,Tech Lead,2.3,1,4,3,1,3,67.0,Medium
EMP08102,Rahul,Engineering,Senior Engineer,1.2,2,1,3,5,5,62.0,Medium
EMP08103,Aarav,Customer Support,Support Lead,1.5,3,2,3,5,1,43.0,Medium
EMP08104,Aditya,Sales,Account Manager,6.2,3,5,1,5,2,45.0,Medium
EMP08105,Ishaan,IT,IT Support,0.6,3,1,2,2,4,71.0,High
EMP08106,Ananya,HR,HR Executive,15.8,3,3,2,3,3,58.0,Medium
EMP08107,Aarav,Sales,Sales Executive,0.8,5,5,1,4,1,38.0,Low
EMP08108,Aarav,Operations,Operations Executive,1.8,5,5,5,1,3,40.0,Medium
EMP08109,Riya,Sales,Sales Executive,0.9,5,4,4,1,1,41.0,Medium
EMP08110,Aarav,Customer Support,Support Lead,2.2,1,1,5,3,5,66.0,Medium
EMP08111,Diya,Operations,Operations Manager,0.1,5,2,3,5,5,47.0,Medium
EMP08112,Neha,Customer Support,Support Executive,3.6,2,3,2,2,4,69.0,Medium
EMP08113,Ananya,Sales,Sales Executive,0.4,1,2,3,4,1,55.0,Medium
EMP08114,Vihaan,Finance,Accountant,1.6,2,3,2,5,1,48.0,Medium
EMP08115,Ishaan,Operations,Operations Executive,2.1,4,5,1,1,3,60.0,Medium
EMP08116,Riya,IT,System Admin,4.2,3,2,1,4,5,67.0,Medium
EMP08117,Kabir,Operations,Operations Manager,2.8,5,2,2,3,2,50.0,Medium
EMP08118,Ananya,IT,IT Support,0.6,4,4,4,4,3,39.0,Low
EMP08119,Riya,Marketing,Marketing Analyst,0.7,5,3,3,3,2,43.0,Medium
EMP08120,Aarav,HR,HR Executive,2.1,4,2,4,1,2,54.0,Medium
EMP08121,Vivaan,Finance,Accountant,11.8,2,3,2,3,4,65.0,Medium
EMP08122,Aarav,Engineering,Software Engineer,6.4,5,1,2,4,3,52.0,Medium
EMP08123,Kabir,IT,System Admin,1.3,5,2,1,1,2,62.0,Medium
EMP08124,Aarav,HR,HR Manager,3.7,3,2,3,1,5,71.0,High
EMP08125,Vivaan,HR,HR Manager,0.1,5,4,5,3,3,35.0,Low
EMP08126,Diya,Customer Support,Support Lead,0.7,5,4,2,2,4,54.0,Medium
EMP08127,Aditya,HR,HR Executive,9.1,1,2,3,1,2,70.0,High
EMP08128,Ishaan,Marketing,Marketing Analyst,10.4,1,3,2,2,4,73.0,High
EMP08129,Aarav,Operations,Operations Manager,18.6,4,4,3,2,3,51.0,Medium
EMP08130,Vivaan,Operations,Operations Executive,0.8,1,3,4,2,1,56.0,Medium
EMP08131,Vivaan,Sales,Account Manager,0.2,3,4,3,4,5,53.0,Medium
EMP08132,Vivaan,Engineering,Tech Lead,3.1,2,3,3,5,5,56.0,Medium
EMP08133,Arjun,Operations,Operations Manager,16.0,3,4,5,5,4,38.0,Low
EMP08134,Vivaan,Marketing,Marketing Manager,12.6,5,5,4,4,3,32.0,Low
EMP08135,Aditya,Marketing,Marketing Manager,5.2,1,1,1,2,4,83.0,High
EMP08136,Ishaan,Customer Support,Support Lead,0.3,4,1,4,2,5,62.0,Medium
EMP08137,Aarav,Finance,Accountant,1.2,1,3,5,3,3,54.0,Medium
EMP08138,Kabir,IT,IT Support,2.4,2,4,3,5,4,50.0,Medium
EMP08139,Vihaan,Marketing,Marketing Analyst,0.3,1,2,2,2,3,73.0,High
EMP08140,Riya,Finance,Accountant,2.8,2,5,1,3,4,63.0,Medium
EMP08141,Neha,Engineering,Tech Lead,7.2,2,5,1,4,3,56.0,Medium
EMP08142,Rahul,Engineering,Tech Lead,3.8,2,1,1,4,4,71.0,High
EMP08143,Neha,Sales,Account Manager,0.2,1,2,2,3,1,63.0,Medium
EMP08144,Vihaan,Sales,Sales Executive,0.5,2,5,3,2,5,62.0,Medium
EMP08145,Ananya,Sales,Account Manager,0.2,2,3,5,5,1,36.0,Low
EMP08146,Kabir,Finance,Accountant,2.0,1,1,5,5,3,52.0,Medium
EMP08147,Vihaan,IT,System Admin,11.7,1,4,1,1,3,75.0,High
EMP08148,Kabir,Customer Support,Support Lead,8.5,2,1,1,1,3,80.0,High
EMP08149,Aarav,Finance,Accountant,3.4,2,5,2,5,3,48.0,Medium
EMP08150,Ishaan,Operations,Operations Executive,1.7,4,3,4,5,4,41.0,Medium
EMP08151,Rahul,Marketing,Marketing Analyst,2.6,4,5,4,5,2,29.0,Low
EMP08152,Rahul,Finance,Financial Analyst,5.6,2,3,4,5,2,43.0,Medium
EMP08153,Aarav,Customer Support,Support Lead,1.3,5,4,3,3,3,43.0,Medium
EMP08154,Rahul,HR,HR Executive,2.7,5,2,3,2,3,53.0,Medium
EMP08155,Diya,Engineering,Software Engineer,5.0,4,5,4,2,2,41.0,Medium
EMP08156,Arjun,IT,IT Support,19.3,3,5,3,1,1,50.0,Medium
EMP08157,Aarav,Customer Support,Support Lead,11.6,1,1,2,3,1,66.0,Medium
EMP08158,Vivaan,Engineering,Tech Lead,10.8,2,3,2,4,3,58.0,Medium
EMP08159,Ananya,Marketing,Marketing Manager,4.8,2,5,3,4,4,51.0,Medium
EMP08160,Vivaan,HR,HR Manager,2.8,1,1,5,5,5,58.0,Medium
EMP08161,Diya,Operations,Operations Manager,1.7,3,1,2,3,3,64.0,Medium
EMP08162,Vivaan,IT,IT Support,0.7,5,3,5,1,3,46.0,Medium
EMP08163,Kabir,Operations,Operations Manager,2.7,3,3,5,3,2,43.0,Medium
EMP08164,Aarav,Marketing,Marketing Manager,0.3,3,3,5,4,4,45.0,Medium
EMP08165,Riya,Operations,Operations Manager,6.0,1,2,3,3,1,59.0,Medium
EMP08166,Rahul,Sales,Sales Executive,2.0,3,3,5,2,5,56.0,Medium
EMP08167,Neha,Sales,Account Manager,17.9,2,3,4,2,1,52.0,Medium
EMP08168,Riya,IT,System Admin,1.3,2,2,4,5,5,55.0,Medium
EMP08169,Vivaan,IT,IT Support,9.8,2,5,4,3,5,54.0,Medium
EMP08170,Vivaan,Operations,Operations Executive,0.1,4,2,1,4,5,63.0,Medium
EMP08171,Neha,Finance,Financial Analyst,2.1,3,5,2,1,5,66.0,Medium
EMP08172,Ishaan,Finance,Accountant,4.5,4,2,1,4,2,54.0,Medium
EMP08173,Diya,Customer Support,Support Executive,0.4,1,1,1,5,2,65.0,Medium
EMP08174,Riya,IT,System Admin,3.2,4,1,2,4,3,56.0,Medium
EMP08175,Vihaan,IT,System Admin,4.0,3,1,5,3,1,46.0,Medium
EMP08176,Vihaan,HR,HR Manager,2.2,4,4,5,2,3,43.0,Medium
EMP08177,Ananya,Finance,Financial Analyst,11.8,2,4,5,1,5,61.0,Medium
EMP08178,Kabir,Engineering,Senior Engineer,3.3,4,3,5,2,2,43.0,Medium
EMP08179,Arjun,Engineering,Tech Lead,4.5,3,2,3,4,5,59.0,Medium
EMP08180,Aditya,Customer Support,Support Lead,0.3,1,3,4,3,3,58.0,Medium
EMP08181,Riya,Operations,Operations Manager,12.1,4,1,2,5,1,46.0,Medium
EMP08182,Aditya,Operations,Operations Executive,3.2,2,3,1,2,5,76.0,High
EMP08183,Aditya,IT,System Admin,3.1,5,2,1,3,1,51.0,Medium
EMP08184,Aditya,IT,System Admin,6.7,1,2,5,5,5,55.0,Medium
EMP08185,Kabir,Marketing,Marketing Analyst,0.5,1,5,1,3,4,67.0,Medium
EMP08186,Aditya,Engineering,Tech Lead,1.2,4,3,1,5,2,47.0,Medium
EMP08187,Vivaan,Customer Support,Support Lead,1.6,3,3,2,5,4,53.0,Medium
EMP08188,Aditya,Operations,Operations Executive,14.1,5,5,1,2,1,46.0,Medium
EMP08189,Aditya,Sales,Sales Executive,5.8,4,2,2,5,1,43.0,Medium
EMP08190,Aarav,Finance,Financial Analyst,2.9,5,2,4,3,5,51.0,Medium
EMP08191,Neha,Finance,Financial Analyst,4.9,4,5,4,1,3,48.0,Medium
EMP08192,Neha,Operations,Operations Manager,7.7,5,5,3,3,3,40.0,Medium
EMP08193,Vivaan,Customer Support,Support Executive,2.4,2,3,4,2,4,61.0,Medium
EMP08194,Vivaan,HR,HR Manager,3.1,3,2,2,1,1,63.0,Medium
EMP08195,Arjun,Marketing,Marketing Manager,2.8,2,5,4,4,1,38.0,Low
EMP08196,Aditya,Sales,Sales Executive,0.3,5,1,3,2,3,56.0,Medium
EMP08197,Kabir,Finance,Financial Analyst,0.0,5,1,2,4,5,58.0,Medium
EMP08198,Vihaan,Customer Support,Support Executive,14.3,3,4,3,3,3,51.0,Medium
EMP08199,Kabir,Sales,Account Manager,2.1,4,3,5,5,2,31.0,Low
EMP08200,Kabir,Finance,Accountant,2.6,5,1,5,3,3,44.0,Medium
EMP08201,Aarav,Customer Support,Support Lead,4.5,3,3,2,3,2,55.0,Medium
EMP08202,Arjun,Marketing,Marketing Analyst,0.1,2,2,2,5,5,63.0,Medium
EMP08203,Riya,HR,HR Executive,8.0,3,2,5,4,5,51.0,Medium
EMP08204,Aarav,Customer Support,Support Lead,3.2,1,1,2,2,2,73.0,High
EMP08205,Riya,HR,HR Executive,2.3,3,1,1,2,1,66.0,Medium
EMP08206,Diya,Operations,Operations Executive,9.3,4,2,4,4,3,45.0,Medium
EMP08207,Vivaan,Finance,Accountant,5.5,2,5,4,4,3,44.0,Medium
EMP08208,Rahul,Marketing,Marketing Manager,5.3,4,4,3,1,4,58.0,Medium
EMP08209,Rahul,Operations,Operations Executive,2.3,4,4,2,3,5,57.0,Medium
EMP08210,Diya,IT,System Admin,1.8,5,1,1,4,4,59.0,Medium
EMP08211,Vivaan,Engineering,Senior Engineer,7.3,1,1,4,4,3,60.0,Medium
EMP08212,Ishaan,Engineering,Senior Engineer,1.4,4,3,4,4,4,45.0,Medium
EMP08213,Rahul,IT,IT Support,2.7,2,1,5,2,1,54.0,Medium
EMP08214,Kabir,IT,IT Support,7.6,5,3,3,1,2,51.0,Medium
EMP08215,Vivaan,HR,HR Executive,0.4,4,4,5,3,5,45.0,Medium
EMP08216,Neha,IT,IT Support,4.6,3,4,1,1,5,73.0,High
EMP08217,Aditya,Finance,Accountant,2.3,2,4,4,5,4,46.0,Medium
EMP08218,Arjun,IT,System Admin,2.0,3,3,2,3,4,61.0,Medium
EMP08219,Aditya,IT,IT Support,9.4,3,4,4,5,5,45.0,Medium
EMP08220,Aditya,Customer Support,Support Lead,3.7,4,4,5,1,5,53.0,Medium
EMP08221,Rahul,Engineering,Tech Lead,2.8,5,4,4,5,2,28.0,Low
EMP08222,Rahul,Finance,Accountant,2.4,4,1,5,1,1,50.0,Medium
EMP08223,Neha,IT,System Admin,0.8,1,4,2,2,5,73.0,High
EMP08224,Diya,Customer Support,Support Executive,0.9,2,2,1,4,4,68.0,Medium
EMP08225,Ananya,Customer Support,Support Executive,0.6,2,1,4,3,3,60.0,Medium
EMP08226,Neha,Sales,Sales Executive,1.3,1,4,2,4,3,59.0,Medium
EMP08227,Diya,Marketing,Marketing Analyst,1.2,1,5,3,3,5,62.0,Medium
EMP08228,Kabir,Customer Support,Support Lead,0.7,1,4,4,3,4,58.0,Medium
EMP08229,Vihaan,Engineering,Tech Lead,12.7,4,3,3,5,2,39.0,Low
EMP08230,Ishaan,Customer Support,Support Lead,3.8,1,1,3,2,5,78.0,High
EMP08231,Vihaan,Customer Support,Support Executive,6.4,2,3,4,3,3,54.0,Medium
EMP08232,Kabir,Sales,Account Manager,3.0,4,4,1,2,2,56.0,Medium
EMP08233,Rahul,HR,HR Executive,0.9,2,1,5,3,4,59.0,Medium
EMP08234,Aarav,Operations,Operations Executive,7.8,2,4,5,4,1,37.0,Low
EMP08235,Neha,Engineering,Software Engineer,8.0,5,5,4,3,1,30.0,Low
EMP08236,Rahul,HR,HR Executive,1.0,1,1,3,4,4,67.0,Medium
EMP08237,Neha,HR,HR Manager,5.7,2,3,3,2,5,68.0,Medium
EMP08238,Vivaan,Sales,Sales Executive,5.8,2,5,2,5,1,42.0,Medium
EMP08239,Ishaan,Marketing,Marketing Analyst,1.9,4,4,2,4,5,53.0,Medium
EMP08240,Vivaan,Sales,Account Manager,0.6,3,2,1,2,3,69.0,Medium
EMP08241,Vivaan,HR,HR Executive,7.2,4,2,2,2,5,67.0,Medium
EMP08242,Vihaan,Marketing,Marketing Analyst,1.4,3,1,2,2,2,65.0,Medium
EMP08243,Ananya,HR,HR Manager,0.6,5,3,4,4,3,38.0,Low
EMP08244,Ishaan,HR,HR Manager,13.9,1,2,5,4,5,59.0,Medium
EMP08245,Aditya,Engineering,Software Engineer,6.0,3,2,5,1,3,57.0,Medium
EMP08246,Riya,Operations,Operations Manager,5.2,2,5,5,5,2,33.0,Low
EMP08247,Neha,Engineering,Software Engineer,14.1,1,2,5,4,5,59.0,Medium
EMP08248,Riya,HR,HR Manager,0.8,2,5,2,5,4,51.0,Medium
EMP08249,Vihaan,Operations,Operations Executive,0.0,5,2,2,2,3,57.0,Medium
EMP08250,Riya,Engineering,Tech Lead,3.1,5,5,5,2,2,33.0,Low
EMP08251,Aditya,Operations,Operations Executive,4.2,2,5,5,1,2,49.0,Medium
EMP08252,Neha,HR,HR Executive,1.8,2,5,1,1,4,71.0,High
EMP08253,Aditya,Operations,Operations Executive,4.3,2,2,2,2,2,66.0,Medium
EMP08254,Ananya,HR,HR Manager,36.5,2,1,1,1,5,86.0,High
EMP08255,Neha,Finance,Financial Analyst,0.2,3,5,2,3,1,46.0,Medium
EMP08256,Arjun,Engineering,Senior Engineer,0.2,2,2,4,5,4,52.0,Medium
EMP08257,Vihaan,Finance,Accountant,0.8,1,4,3,1,5,73.0,High
EMP08258,Rahul,Finance,Financial Analyst,11.3,1,2,5,5,4,52.0,Medium
EMP08259,Vihaan,Marketing,Marketing Manager,1.8,5,1,1,3,4,63.0,Medium
EMP08260,Ishaan,Customer Support,Support Executive,6.1,5,3,3,5,4,41.0,Medium
EMP08261,Riya,Marketing,Marketing Analyst,6.3,5,3,4,1,4,53.0,Medium
EMP08262,Ishaan,Finance,Financial Analyst,1.1,5,4,1,5,3,43.0,Medium
EMP08263,Riya,HR,HR Executive,8.0,5,5,2,1,4,55.0,Medium
EMP08264,Ishaan,IT,System Admin,0.2,1,2,4,2,2,62.0,Medium
EMP08265,Riya,Operations,Operations Executive,3.2,1,2,3,4,4,64.0,Medium
EMP08266,Vivaan,HR,HR Executive,0.8,1,5,5,1,2,53.0,Medium
EMP08267,Arjun,IT,IT Support,5.7,3,5,5,4,2,33.0,Low
EMP08268,Ananya,Marketing,Marketing Analyst,0.6,2,3,1,3,3,66.0,Medium
EMP08269,Neha,Sales,Sales Executive,5.4,3,3,2,4,2,51.0,Medium
EMP08270,Aarav,Marketing,Marketing Analyst,0.4,3,4,5,1,3,51.0,Medium
EMP08271,Kabir,Finance,Accountant,8.0,2,3,3,1,2,63.0,Medium
EMP08272,Aditya,HR,HR Manager,0.8,3,3,5,4,5,48.0,Medium
EMP08273,Riya,HR,HR Executive,1.6,2,5,2,5,3,48.0,Medium
EMP08274,Vivaan,Sales,Account Manager,6.9,4,5,1,5,1,38.0,Low
EMP08275,Neha,Finance,Financial Analyst,0.9,5,2,3,1,1,51.0,Medium
EMP08276,Aditya,IT,System Admin,0.5,4,1,3,3,1,50.0,Medium
EMP08277,Kabir,Customer Support,Support Lead,1.9,2,5,5,3,1,38.0,Low
EMP08278,Kabir,Engineering,Senior Engineer,6.1,2,1,2,4,5,70.0,High
EMP08279,Rahul,Operations,Operations Executive,7.2,1,1,4,1,4,75.0,High
EMP08280,Arjun,Customer Support,Support Lead,4.3,1,5,2,4,2,53.0,Medium
EMP08281,Aarav,Marketing,Marketing Manager,1.8,1,5,3,5,4,51.0,Medium
EMP08282,Ishaan,IT,IT Support,4.9,5,5,4,5,3,28.0,Low
EMP08283,Vivaan,Customer Support,Support Lead,0.4,2,2,5,2,4,60.0,Medium
EMP08284,Neha,Sales,Sales Executive,19.3,5,5,5,1,3,40.0,Medium
