EmployeeID,EmployeeName,Department,Manager,RiskScore,RiskBand,SelectedAction,ActionStatus,ManagerComment,OutcomeStatus,OutcomeDate
EMP14104,Diya,HR,Manager_HR,40.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-10-01 18:06:00.780756
EMP07389,Ishaan,Operations,Manager_Operations,70.0,High,Career Discussion,Pending,Reviewed by manager,,
EMP11502,Ishaan,HR,Manager_HR,68.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-09-20 18:06:00.782831
EMP08613,Aarav,Engineering,Manager_Engineering,54.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-11-10 18:06:00.783834
EMP02445,Diya,HR,Manager_HR,64.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP04343,Kabir,Customer Support,Manager_Customer Support,44.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-12-18 18:06:00.785942
EMP10810,Aditya,Marketing,Manager_Marketing,50.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP12832,Arjun,Engineering,Manager_Engineering,73.0,High,Career Discussion,Completed,Reviewed by manager,Improved,2025-12-17 18:06:00.788033
EMP13673,Arjun,IT,Manager_IT,54.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP03005,Aditya,HR,Manager_HR,71.0,High,Retention Bonus,Pending,Reviewed by manager,,
EMP01274,Ishaan,Customer Support,Manager_Customer Support,49.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP10121,Ishaan,HR,Manager_HR,46.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-11-28 18:06:00.792154
EMP08443,Ananya,HR,Manager_HR,60.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP10286,Kabir,Marketing,Manager_Marketing,54.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-10-18 18:06:00.794352
EMP04468,Vivaan,Operations,Manager_Operations,62.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-12-07 18:06:00.795333
EMP00055,Riya,HR,Manager_HR,52.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-11-21 18:06:00.796354
EMP07186,Rahul,Sales,Manager_Sales,53.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-11-14 18:06:00.797355
EMP09398,Diya,Finance,Manager_Finance,57.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-10-12 18:06:00.798433
EMP04380,Kabir,Finance,Manager_Finance,70.0,High,Career Discussion,Completed,Reviewed by manager,No Change,2025-12-11 18:06:00.799598
EMP00128,Ishaan,Marketing,Manager_Marketing,44.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-10-20 18:06:00.800937
EMP04394,Aditya,Operations,Manager_Operations,46.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-11-02 18:06:00.801918
EMP02729,Ananya,Operations,Manager_Operations,62.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP06528,Riya,Sales,Manager_Sales,61.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP13414,Aarav,IT,Manager_IT,62.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP04557,Vihaan,Engineering,Manager_Engineering,42.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP01660,Rahul,Customer Support,Manager_Customer Support,57.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-12-06 18:06:00.807497
EMP05626,Neha,Sales,Manager_Sales,60.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP02526,Ishaan,HR,Manager_HR,43.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-10-08 18:06:00.809863
EMP12109,Vivaan,Engineering,Manager_Engineering,54.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP02781,Ananya,Marketing,Manager_Marketing,46.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP10713,Ishaan,Marketing,Manager_Marketing,50.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-10-19 18:06:00.813185
EMP12482,Neha,Finance,Manager_Finance,53.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP13006,Vivaan,Marketing,Manager_Marketing,53.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-12-13 18:06:00.815158
EMP05358,Neha,IT,Manager_IT,75.0,High,Career Discussion,Pending,Reviewed by manager,,
EMP00501,Rahul,Customer Support,Manager_Customer Support,69.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP08522,Riya,Sales,Manager_Sales,66.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2026-01-05 18:06:00.818067
EMP11755,Rahul,Finance,Manager_Finance,69.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP07153,Ishaan,HR,Manager_HR,50.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP07688,Arjun,Operations,Manager_Operations,59.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-09-28 18:06:00.821741
EMP04602,Rahul,Customer Support,Manager_Customer Support,40.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP13693,Ishaan,Finance,Manager_Finance,73.0,High,Career Discussion,In Progress,Reviewed by manager,,
EMP06208,Ananya,Engineering,Manager_Engineering,61.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP04867,Vivaan,Marketing,Manager_Marketing,75.0,High,Retention Bonus,Completed,Reviewed by manager,Improved,2025-11-27 18:06:00.825457
EMP05653,Ananya,Customer Support,Manager_Customer Support,51.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-10-08 18:06:00.826532
EMP00963,Neha,HR,Manager_HR,56.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-11-07 18:06:00.827572
EMP02969,Riya,Operations,Manager_Operations,67.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP10683,Neha,Engineering,Manager_Engineering,61.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP05669,Ananya,Marketing,Manager_Marketing,62.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP12661,Kabir,HR,Manager_HR,49.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-11-23 18:06:00.832536
EMP04616,Vivaan,HR,Manager_HR,49.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-11-03 18:06:00.833572
EMP04409,Diya,Sales,Manager_Sales,68.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP02309,Vihaan,IT,Manager_IT,56.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP06970,Vivaan,Customer Support,Manager_Customer Support,58.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP00735,Rahul,Finance,Manager_Finance,69.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP06805,Vihaan,Sales,Manager_Sales,59.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP06564,Arjun,Operations,Manager_Operations,54.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-11-22 18:06:00.839641
EMP05038,Arjun,Marketing,Manager_Marketing,42.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP12156,Riya,Finance,Manager_Finance,58.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP09063,Arjun,Sales,Manager_Sales,69.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP13205,Riya,Engineering,Manager_Engineering,43.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP09342,Kabir,HR,Manager_HR,69.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-10-16 18:06:00.844655
EMP09282,Aditya,Customer Support,Manager_Customer Support,45.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP08420,Ananya,Finance,Manager_Finance,54.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP04100,Kabir,IT,Manager_IT,60.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-09-30 18:06:00.847637
EMP02087,Rahul,Sales,Manager_Sales,46.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP08740,Vivaan,Sales,Manager_Sales,80.0,High,Retention Bonus,In Progress,Reviewed by manager,,
EMP00385,Diya,Engineering,Manager_Engineering,43.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP12318,Vihaan,Engineering,Manager_Engineering,49.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-11-14 18:06:00.852372
EMP01655,Kabir,HR,Manager_HR,43.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP10056,Vivaan,Engineering,Manager_Engineering,44.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP08975,Riya,HR,Manager_HR,40.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP10172,Vivaan,Operations,Manager_Operations,64.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP00546,Rahul,IT,Manager_IT,43.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP00569,Rahul,Engineering,Manager_Engineering,57.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP07927,Aarav,IT,Manager_IT,48.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP05886,Aditya,IT,Manager_IT,58.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP14646,Diya,Customer Support,Manager_Customer Support,53.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-10-22 18:06:00.865760
EMP01888,Riya,Marketing,Manager_Marketing,45.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP12075,Ananya,Customer Support,Manager_Customer Support,55.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-10-13 18:06:00.867981
EMP13810,Diya,HR,Manager_HR,63.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP14819,Aditya,HR,Manager_HR,67.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP12281,Ananya,Operations,Manager_Operations,50.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP13355,Arjun,IT,Manager_IT,50.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-09-20 18:06:00.872154
EMP06880,Arjun,Finance,Manager_Finance,50.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP13589,Ishaan,HR,Manager_HR,57.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP07248,Riya,Engineering,Manager_Engineering,51.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP12116,Aarav,Marketing,Manager_Marketing,44.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP06474,Neha,HR,Manager_HR,53.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP05345,Riya,HR,Manager_HR,44.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP05919,Ananya,Sales,Manager_Sales,43.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP06824,Vihaan,Marketing,Manager_Marketing,54.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP00995,Kabir,Operations,Manager_Operations,59.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP03546,Rahul,Customer Support,Manager_Customer Support,67.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP03308,Aarav,Customer Support,Manager_Customer Support,52.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP10016,Aditya,IT,Manager_IT,52.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2026-01-04 18:06:00.887614
EMP08437,Diya,Operations,Manager_Operations,56.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP07489,Ishaan,Customer Support,Manager_Customer Support,51.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-09-22 18:06:00.889707
EMP14598,Aarav,HR,Manager_HR,55.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP14226,Ananya,Sales,Manager_Sales,63.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP06545,Rahul,Engineering,Manager_Engineering,42.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP03557,Neha,Finance,Manager_Finance,43.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-12-30 18:06:00.894254
EMP14274,Arjun,Marketing,Manager_Marketing,53.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-12-15 18:06:00.895365
EMP07925,Vihaan,IT,Manager_IT,63.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP07614,Riya,Marketing,Manager_Marketing,59.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP00442,Vihaan,HR,Manager_HR,64.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP01460,Rahul,Finance,Manager_Finance,50.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP08594,Aarav,Finance,Manager_Finance,60.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP06692,Vivaan,Sales,Manager_Sales,48.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP00144,Kabir,Finance,Manager_Finance,51.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP02486,Ananya,Customer Support,Manager_Customer Support,51.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP03514,Rahul,Marketing,Manager_Marketing,66.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP06170,Ananya,Finance,Manager_Finance,41.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-09-25 18:06:00.906213
EMP12618,Riya,Operations,Manager_Operations,42.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP04804,Aditya,Finance,Manager_Finance,58.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP05745,Neha,Marketing,Manager_Marketing,63.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-11-22 18:06:00.909462
EMP14211,Diya,Finance,Manager_Finance,48.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP05915,Riya,Finance,Manager_Finance,50.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP12796,Riya,HR,Manager_HR,49.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-10-26 18:06:00.912720
EMP10705,Kabir,Operations,Manager_Operations,44.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP02587,Ishaan,HR,Manager_HR,58.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP08436,Rahul,Finance,Manager_Finance,48.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP12862,Arjun,HR,Manager_HR,44.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-10-27 18:06:00.917262
EMP10902,Ishaan,IT,Manager_IT,57.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP03589,Vihaan,Operations,Manager_Operations,54.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP13612,Riya,Engineering,Manager_Engineering,66.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-12-15 18:06:00.920734
EMP04161,Neha,Operations,Manager_Operations,54.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-09-17 18:06:00.921775
EMP09841,Ishaan,Operations,Manager_Operations,67.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-10-09 18:06:00.922810
EMP13750,Vivaan,HR,Manager_HR,70.0,High,Manager Intervention,Pending,Reviewed by manager,,
EMP04202,Neha,Marketing,Manager_Marketing,52.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP03465,Riya,Operations,Manager_Operations,76.0,High,Career Discussion,In Progress,Reviewed by manager,,
EMP11188,Ananya,Operations,Manager_Operations,53.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP07762,Vihaan,Operations,Manager_Operations,60.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP13575,Diya,Finance,Manager_Finance,50.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP01141,Neha,Engineering,Manager_Engineering,50.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP12976,Ishaan,Sales,Manager_Sales,71.0,High,Career Discussion,Completed,Reviewed by manager,Improved,2025-12-26 18:06:00.931496
EMP09334,Kabir,HR,Manager_HR,64.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP08887,Riya,Engineering,Manager_Engineering,52.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP06217,Aarav,Operations,Manager_Operations,55.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP13728,Arjun,Engineering,Manager_Engineering,72.0,High,Career Discussion,In Progress,Reviewed by manager,,
EMP00559,Riya,HR,Manager_HR,45.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP12742,Vivaan,Operations,Manager_Operations,80.0,High,Retention Bonus,Completed,Reviewed by manager,Improved,2025-11-20 18:06:00.938543
EMP01791,Aarav,Customer Support,Manager_Customer Support,61.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP04151,Ishaan,Customer Support,Manager_Customer Support,49.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP01493,Ishaan,IT,Manager_IT,58.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP00068,Ishaan,HR,Manager_HR,50.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP13794,Neha,IT,Manager_IT,56.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-10-01 18:06:00.943981
EMP02289,Ishaan,Marketing,Manager_Marketing,52.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP03114,Arjun,HR,Manager_HR,54.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP01445,Aarav,Engineering,Manager_Engineering,43.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP05869,Kabir,Engineering,Manager_Engineering,60.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP13623,Rahul,Finance,Manager_Finance,59.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP14965,Diya,Operations,Manager_Operations,61.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-12-08 18:06:00.959383
EMP07709,Ishaan,Finance,Manager_Finance,71.0,High,Retention Bonus,Pending,Reviewed by manager,,
EMP14252,Aditya,IT,Manager_IT,44.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP02007,Ananya,Sales,Manager_Sales,67.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP12511,Diya,Operations,Manager_Operations,64.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP06402,Riya,Finance,Manager_Finance,64.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP09891,Aarav,Operations,Manager_Operations,63.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-12-26 18:06:00.966931
EMP09108,Vihaan,Sales,Manager_Sales,50.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP07060,Ishaan,IT,Manager_IT,54.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP05012,Riya,Finance,Manager_Finance,54.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP11779,Diya,HR,Manager_HR,51.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP10211,Neha,IT,Manager_IT,70.0,High,Manager Intervention,In Progress,Reviewed by manager,,
EMP08018,Kabir,Operations,Manager_Operations,53.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP14199,Vihaan,Operations,Manager_Operations,56.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP04952,Ishaan,Customer Support,Manager_Customer Support,70.0,High,Manager Intervention,In Progress,Reviewed by manager,,
EMP04199,Aarav,Engineering,Manager_Engineering,49.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-09-21 18:06:00.976504
EMP00365,Ananya,Customer Support,Manager_Customer Support,48.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP09009,Riya,Sales,Manager_Sales,56.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP04205,Vihaan,Marketing,Manager_Marketing,46.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP02402,Ananya,Sales,Manager_Sales,51.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-12-13 18:06:00.980701
EMP03120,Kabir,Customer Support,Manager_Customer Support,71.0,High,Manager Intervention,Completed,Reviewed by manager,Improved,2025-10-14 18:06:00.981697
EMP08760,Aarav,Customer Support,Manager_Customer Support,47.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP09778,Vihaan,Marketing,Manager_Marketing,52.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP06418,Kabir,Marketing,Manager_Marketing,66.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP11485,Ishaan,HR,Manager_HR,59.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-12-24 18:06:00.985865
EMP07645,Ananya,Marketing,Manager_Marketing,55.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP12799,Neha,Sales,Manager_Sales,51.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-12-30 18:06:00.987927
EMP05224,Aditya,Sales,Manager_Sales,48.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP08564,Rahul,Customer Support,Manager_Customer Support,59.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP07653,Diya,Marketing,Manager_Marketing,66.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-12-13 18:06:00.990846
EMP13823,Arjun,Sales,Manager_Sales,47.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-09-25 18:06:00.991874
EMP13059,Riya,IT,Manager_IT,58.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP00334,Kabir,HR,Manager_HR,54.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP13787,Aarav,HR,Manager_HR,67.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP04133,Vivaan,Finance,Manager_Finance,62.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP08301,Ishaan,Customer Support,Manager_Customer Support,65.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP08958,Kabir,Operations,Manager_Operations,71.0,High,Career Discussion,In Progress,Reviewed by manager,,
EMP00464,Vivaan,Customer Support,Manager_Customer Support,56.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP08467,Diya,HR,Manager_HR,53.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-11-01 18:06:00.999720
EMP09438,Riya,HR,Manager_HR,75.0,High,Manager Intervention,Completed,Reviewed by manager,No Change,2025-09-27 18:06:01.000775
EMP13159,Neha,Engineering,Manager_Engineering,58.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-12-14 18:06:01.001818
EMP05677,Ananya,Marketing,Manager_Marketing,42.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP13039,Riya,Finance,Manager_Finance,57.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP14453,Ananya,Operations,Manager_Operations,62.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP14608,Aarav,Operations,Manager_Operations,58.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-10-27 18:06:01.005759
EMP06905,Vivaan,Operations,Manager_Operations,47.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP07480,Neha,Operations,Manager_Operations,40.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-12-24 18:06:01.007734
EMP14892,Vihaan,Finance,Manager_Finance,70.0,High,Retention Bonus,Completed,Reviewed by manager,Improved,2025-12-10 18:06:01.008727
EMP08762,Vivaan,Finance,Manager_Finance,69.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP07950,Rahul,Customer Support,Manager_Customer Support,76.0,High,Manager Intervention,Pending,Reviewed by manager,,
EMP00283,Aarav,Marketing,Manager_Marketing,63.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-10-27 18:06:01.011665
EMP14500,Aarav,Engineering,Manager_Engineering,49.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP10314,Aditya,IT,Manager_IT,42.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP12736,Arjun,Sales,Manager_Sales,53.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP01490,Ishaan,IT,Manager_IT,62.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-12-06 18:06:01.015629
EMP13592,Ananya,Engineering,Manager_Engineering,66.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-12-09 18:06:01.016629
EMP09802,Aditya,Customer Support,Manager_Customer Support,69.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP14757,Diya,IT,Manager_IT,71.0,High,Retention Bonus,Pending,Reviewed by manager,,
EMP00062,Riya,HR,Manager_HR,74.0,High,Retention Bonus,Completed,Reviewed by manager,No Change,2025-12-28 18:06:01.019913
EMP14345,Vivaan,HR,Manager_HR,58.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP07701,Neha,Engineering,Manager_Engineering,67.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP06644,Vihaan,Sales,Manager_Sales,76.0,High,Manager Intervention,Completed,Reviewed by manager,Improved,2025-10-19 18:06:01.023238
EMP07341,Kabir,IT,Manager_IT,47.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP02483,Vihaan,Marketing,Manager_Marketing,40.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP10717,Diya,Engineering,Manager_Engineering,51.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP03977,Aditya,IT,Manager_IT,54.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-10-11 18:06:01.027404
EMP09820,Arjun,Engineering,Manager_Engineering,50.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP07819,Aarav,Finance,Manager_Finance,71.0,High,Manager Intervention,Pending,Reviewed by manager,,
EMP09780,Neha,Finance,Manager_Finance,54.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2026-01-04 18:06:01.030348
EMP06658,Ananya,Marketing,Manager_Marketing,62.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP04150,Ishaan,Customer Support,Manager_Customer Support,44.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP01731,Vihaan,Customer Support,Manager_Customer Support,52.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP06705,Riya,Operations,Manager_Operations,74.0,High,Career Discussion,Pending,Reviewed by manager,,
EMP07091,Riya,IT,Manager_IT,67.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-09-27 18:06:01.035397
EMP10488,Diya,IT,Manager_IT,58.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP12743,Arjun,Engineering,Manager_Engineering,54.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP09415,Diya,HR,Manager_HR,84.0,High,Manager Intervention,In Progress,Reviewed by manager,,
EMP00770,Riya,IT,Manager_IT,41.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP14458,Aditya,HR,Manager_HR,62.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-10-13 18:06:01.040313
EMP03888,Aarav,Finance,Manager_Finance,48.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-12-03 18:06:01.041455
EMP13791,Kabir,Sales,Manager_Sales,40.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP11430,Ananya,HR,Manager_HR,64.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
